policy_number,transaction_type,policy_status,policy_issuance_type,policy_term_yrs,product_uin,product_name,plan_name,member_id,vehicle_id,policy_type,policy_procurement_area,policy_issue_date,policy_start_date,policy_end_date,policy_expiry_date,policy_cancellation_termination_date,policy_renewal_indicator,previous_policy_number,first_policy_number,joining_date,renewal_date,total_premium_amt,od_premium_amt,tp_premium_amt,premium_loading_indicator,loading_description,total_loading_amount,premium_paid_till_date,sum_insured_amt,insured_declared_value_amt,basic_premium_rate,no_claim_bonus,deductible_compulsory_amt,deductible_voluntary_amt,zero_depreciation_flag,engine_protect_flag,rti_flag,roadside_assist_flag,key_protect_flag,pa_other_driver_flag,pa_paid_driver_flag,pa_passenger_flag,pa_owner_driver_limit_amt,distribution_channel,agent_id,partner_id,underwriting_approval_id,payment_frequency,covered_vehicle_usage,insurer_proposer_id,proposer_id,proposer_risk_commencement_date,proposer_risk_end_date,proposer_mobile_no
POL-0014066,PR,Expired (XP),Underwritten (U),1,UIN-389,Motor Insurance,Third-Party,MEM-12739,VEH-14947,Third-Party Only,Rural,2024-04-13,2024-04-13,2025-04-13,2025-04-17,,N,POL-9154531,POL-3301803,2024-04-13,,6283.75,0.0,5672.65,Y,High risk zone,611.1,6283.75,570354.05,570354.05,0.0168000330416527,0,0,0,0,0,0,0,0,0,1,0,1500000,Broker,AG-1034,PT-1176,UW-1072,Annually,Private,IP-58350,MEM-12739,2024-04-13,2025-04-13,99084013559
POL-0014067,PR,In Force (IF),Underwritten (U),1,UIN-711,Motor Insurance,Comprehensive,MEM-12459,VEH-13021,Comprehensive,Urban,2025-10-03,2025-10-03,2026-10-03,2026-10-04,,Y,POL-7333252,POL-2663317,2025-10-03,2026-10-03,11736.9,7760.64,3976.26,X,,0.0,11736.9,320660.52,320660.52,0.0440037339036896,45,0,1500,0,0,0,0,1,1,1,0,1500000,Broker,AG-1628,PT-1235,UW-1769,Annually,Private,IP-35842,MEM-12459,2025-10-03,2026-10-03,98705161843
POL-0014068,PR,Expired (XP),Standard (S),1,UIN-436,Motor Insurance,Standalone OD,MEM-11078,VEH-10228,Stand-alone OD,Rural,2024-05-19,2024-05-19,2025-05-19,2025-05-23,,N,POL-9173459,POL-2230006,2024-05-19,,13252.51,13252.51,0.0,N,,0.0,13252.51,557511.48,557511.48,0.0237708335345914,0,500,0,0,0,0,0,0,1,1,0,1500000,Agent,AG-1315,PT-1463,UW-1531,Annually,Private,IP-30643,MEM-11078,2024-05-19,2025-05-19,99222639469
POL-0014069,NB,In Force (IF),Underwritten (U),1,UIN-963,Motor Insurance,Third-Party,MEM-13241,VEH-14793,Third-Party Only,Urban,2025-09-27,2025-09-27,2026-09-27,2026-10-04,,Y,,POL-0014069,2025-09-27,2026-09-27,6595.65,0.0,6595.65,N,,0.0,6595.65,384475.45,384475.45,0.0410801673866616,0,1000,0,0,0,0,1,0,1,0,1,1500000,Direct Online,AG-1802,PT-1666,UW-1468,Annually,Private,IP-30903,MEM-13241,2025-09-27,2026-09-27,99486811395
POL-0014070,NB,In Force (IF),Standard (S),1,UIN-657,Motor Insurance,Comprehensive,MEM-11318,VEH-10116,Comprehensive,Urban,2025-07-07,2025-07-07,2026-07-07,2026-07-12,,Y,,POL-0014070,2025-07-07,2026-07-07,12169.48,6657.02,5512.46,N,,0.0,12169.48,417116.61,417116.61,0.0159596063773996,0,1000,0,0,0,0,0,0,1,1,0,1500000,Direct Online,AG-1935,PT-1806,UW-1342,Annually,Private,IP-84724,MEM-11318,2025-07-07,2026-07-07,99160184852
POL-0014071,PR,In Force (IF),Standard (S),1,UIN-799,Motor Insurance,Standalone OD,MEM-13380,VEH-13656,Stand-alone OD,Rural,2025-02-09,2025-02-09,2026-02-09,2026-02-16,,Y,POL-6575141,POL-1585796,2025-02-09,2026-02-09,6655.32,6655.32,0.0,N,,0.0,6655.32,535904.11,535904.11,0.0248377349454917,50,700,1500,0,0,0,1,0,0,1,1,1500000,Broker,AG-1903,PT-1005,UW-1284,Annually,Private,IP-84637,MEM-13380,2025-02-09,2026-02-09,98904392977
POL-0014072,PR,In Force (IF),Standard (S),1,UIN-162,Motor Insurance,Third-Party,MEM-10998,VEH-11992,Third-Party Only,Urban,2025-10-20,2025-10-20,2026-10-20,2026-10-22,,Y,POL-6770763,POL-2471009,2025-10-20,2026-10-20,2611.55,0.0,2611.55,X,,0.0,2611.55,766242.24,766242.24,0.0245368711080172,50,1000,0,0,0,0,0,0,1,0,1,1500000,Agent,AG-1341,PT-1070,UW-1737,Annually,Private,IP-97849,MEM-10998,2025-10-20,2026-10-20,98271176680
POL-0014073,PR,Expired (XP),Standard (S),1,UIN-738,Motor Insurance,Standalone OD,MEM-12500,VEH-11443,Stand-alone OD,Urban,2024-01-14,2024-01-14,2025-01-13,2025-01-17,,N,POL-2824964,POL-8538329,2024-01-14,,13363.16,13363.16,0.0,X,,0.0,13363.16,684412.59,684412.59,0.0195250116644632,0,500,2000,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1180,PT-1688,UW-1629,Annually,Private,IP-72298,MEM-12500,2024-01-14,2025-01-13,97976634751
POL-0014074,PR,In Force (IF),Standard (S),1,UIN-879,Motor Insurance,Standalone OD,MEM-10884,VEH-12078,Stand-alone OD,Urban,2025-01-21,2025-01-21,2026-01-21,2026-01-26,,Y,POL-7338462,POL-5006045,2025-01-21,2026-01-21,11472.83,11472.83,0.0,X,,0.0,11472.83,579538.85,579538.85,0.0395929875127186,50,0,2000,0,0,0,1,0,0,1,1,1500000,Direct Online,AG-1964,PT-1849,UW-1312,Annually,Private,IP-88856,MEM-10884,2025-01-21,2026-01-21,97789995495
POL-0014075,PR,Expired (XP),Underwritten (U),1,UIN-500,Motor Insurance,Third-Party,MEM-11777,VEH-10054,Third-Party Only,Rural,2024-09-15,2024-09-15,2025-09-15,2025-09-17,,N,POL-4821543,POL-1287412,2024-09-15,,6926.49,0.0,6380.09,Y,High risk zone,546.4,6926.49,347454.18,347454.18,0.0278805791279443,0,500,0,0,0,0,1,0,0,1,0,1500000,Agent,AG-1192,PT-1224,UW-1528,Annually,Private,IP-50322,MEM-11777,2024-09-15,2025-09-15,97409354369
POL-0014076,PR,In Force (IF),Underwritten (U),1,UIN-657,Motor Insurance,Third-Party,MEM-11786,VEH-10709,Third-Party Only,Rural,2024-12-30,2024-12-30,2025-12-30,2026-01-03,,Y,POL-7510758,POL-5379965,2024-12-30,2025-12-30,2253.31,0.0,2253.31,N,,0.0,2253.31,2207556.36,2207556.36,0.0349917750444946,45,0,0,0,0,0,1,0,0,1,1,1500000,Direct Online,AG-1181,PT-1461,UW-1992,Annually,Private,IP-15232,MEM-11786,2024-12-30,2025-12-30,99580388360
POL-0014077,PR,In Force (IF),Underwritten (U),1,UIN-765,Motor Insurance,Comprehensive,MEM-13184,VEH-12964,Comprehensive,Metro,2025-03-22,2025-03-22,2026-03-22,2026-03-28,,Y,POL-3369315,POL-6678791,2025-03-22,2026-03-22,10643.25,5052.8,5590.45,X,,0.0,10643.25,540245.84,540245.84,0.0187055566613232,50,500,0,1,0,0,1,1,0,0,1,1500000,Broker,AG-1394,PT-1753,UW-1866,Annually,Private,IP-12541,MEM-13184,2025-03-22,2026-03-22,97431858804
POL-0014078,PR,In Force (IF),Underwritten (U),1,UIN-179,Motor Insurance,Standalone OD,MEM-10666,VEH-10367,Stand-alone OD,Urban,2025-03-01,2025-03-01,2026-03-01,2026-03-02,,Y,POL-5063338,POL-1084854,2025-03-01,2026-03-01,6087.87,6087.87,0.0,N,,0.0,6087.87,335241.28,335241.28,0.027937945432923,35,700,0,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1561,PT-1465,UW-1248,Annually,Private,IP-73321,MEM-10666,2025-03-01,2026-03-01,99204957811
POL-0014079,NB,In Force (IF),Standard (S),1,UIN-247,Motor Insurance,Comprehensive,MEM-12401,VEH-10602,Comprehensive,Urban,2025-03-17,2025-03-17,2026-03-17,2026-03-20,,Y,,POL-0014079,2025-03-17,2026-03-17,17553.32,10819.39,6733.93,X,,0.0,17553.32,294066.05,294066.05,0.0367923778239775,0,1000,1500,0,0,1,0,0,0,0,1,1500000,Bancassurance,AG-1500,PT-1995,UW-1634,Annually,Private,IP-95087,MEM-12401,2025-03-17,2026-03-17,97946784056
POL-0014080,PR,In Force (IF),Standard (S),1,UIN-119,Motor Insurance,Third-Party,MEM-12541,VEH-12298,Third-Party Only,Rural,2025-02-19,2025-02-19,2026-02-19,2026-02-23,,Y,POL-3651758,POL-4396952,2025-02-19,2026-02-19,2730.54,0.0,2387.28,Y,NCB declaration error,343.26,2730.54,320878.38,320878.38,0.0218475539976842,35,0,0,0,0,0,1,0,0,1,1,1500000,Direct Online,AG-1890,PT-1743,UW-1816,Annually,Private,IP-15094,MEM-12541,2025-02-19,2026-02-19,98060354076
POL-0014081,NB,In Force (IF),Standard (S),1,UIN-330,Motor Insurance,Standalone OD,MEM-10983,VEH-14027,Stand-alone OD,Urban,2025-09-25,2025-09-25,2026-09-25,2026-09-29,,Y,,POL-0014081,2025-09-25,2026-09-25,16746.08,16746.08,0.0,N,,0.0,16746.08,412325.41,412325.41,0.0406137549839586,0,1000,1500,0,0,0,1,0,0,1,0,1500000,Broker,AG-1339,PT-1981,UW-1069,Annually,Private,IP-57959,MEM-10983,2025-09-25,2026-09-25,99137293261
POL-0014082,PR,In Force (IF),Underwritten (U),1,UIN-749,Motor Insurance,Standalone OD,MEM-12635,VEH-10245,Stand-alone OD,Rural,2025-02-14,2025-02-14,2026-02-14,2026-02-14,,Y,POL-7920909,POL-9074493,2025-02-14,2026-02-14,2214.24,2214.24,0.0,N,,0.0,2214.24,210402.41,210402.41,0.0161904981197584,35,0,2000,0,0,0,1,0,0,1,0,1500000,Agent,AG-1031,PT-1384,UW-1388,Annually,Private,IP-76022,MEM-12635,2025-02-14,2026-02-14,98219305672
POL-0014083,PR,In Force (IF),Underwritten (U),1,UIN-879,Motor Insurance,Standalone OD,MEM-12518,VEH-10817,Stand-alone OD,Urban,2025-04-09,2025-04-09,2026-04-09,2026-04-13,,Y,POL-6648360,POL-9477944,2025-04-09,2026-04-09,7907.17,7907.17,0.0,N,,0.0,7907.17,307328.08,307328.08,0.0343049922785955,25,0,2000,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1892,PT-1639,UW-1967,Annually,Private,IP-76511,MEM-12518,2025-04-09,2026-04-09,99284790276
POL-0014084,PR,In Force (IF),Underwritten (U),1,UIN-804,Motor Insurance,Third-Party,MEM-11413,VEH-10588,Third-Party Only,Urban,2025-02-18,2025-02-18,2026-02-18,2026-02-20,,Y,POL-9962995,POL-6400194,2025-02-18,2026-02-18,2534.29,0.0,2401.07,Y,Young driver surcharge,133.22,2534.29,532517.1,532517.1,0.0410679623639453,35,1000,0,0,0,0,0,0,1,0,0,1500000,Bancassurance,AG-1804,PT-1039,UW-1980,Annually,Private,IP-84868,MEM-11413,2025-02-18,2026-02-18,98274311908
POL-0014085,PR,In Force (IF),Standard (S),1,UIN-930,Motor Insurance,Comprehensive,MEM-10946,VEH-10897,Comprehensive,Rural,2025-06-05,2025-06-05,2026-06-05,2026-06-05,,Y,POL-9374126,POL-3461804,2025-06-05,2026-06-05,20607.02,13549.56,7057.46,N,,0.0,20607.02,645479.78,645479.78,0.038166293779316,45,1000,1000,1,1,0,0,0,1,0,0,1500000,Agent,AG-1087,PT-1675,UW-1989,Annually,Private,IP-59534,MEM-10946,2025-06-05,2026-06-05,99182991166
POL-0014086,PR,In Force (IF),Underwritten (U),1,UIN-212,Motor Insurance,Comprehensive,MEM-12659,VEH-13280,Comprehensive,Metro,2025-05-25,2025-05-25,2026-05-25,2026-05-31,,Y,POL-2563945,POL-1381051,2025-05-25,2026-05-25,24615.03,18401.62,3375.71,Y,High risk zone,2837.7,24615.03,934918.41,934918.41,0.0357865373288846,45,0,2000,0,0,1,1,1,0,0,0,1500000,Agent,AG-1362,PT-1503,UW-1164,Annually,Private,IP-25178,MEM-12659,2025-05-25,2026-05-25,98368940019
POL-0014087,PR,In Force (IF),Underwritten (U),1,UIN-181,Motor Insurance,Standalone OD,MEM-12577,VEH-13932,Stand-alone OD,Rural,2025-06-28,2025-06-28,2026-06-28,2026-07-02,,Y,POL-1080634,POL-6839015,2025-06-28,2026-06-28,18274.09,16001.71,0.0,Y,NCB declaration error,2272.38,18274.09,647186.84,647186.84,0.0449545943662497,45,1000,0,0,0,0,0,0,0,1,1,1500000,Bancassurance,AG-1000,PT-1994,UW-1694,Annually,Private,IP-12153,MEM-12577,2025-06-28,2026-06-28,97943412890
POL-0014088,PR,In Force (IF),Underwritten (U),1,UIN-829,Motor Insurance,Comprehensive,MEM-11330,VEH-11422,Comprehensive,Metro,2025-09-08,2025-09-08,2026-09-08,2026-09-10,,Y,POL-1865917,POL-9253694,2025-09-08,2026-09-08,15092.25,8675.28,6416.97,N,,0.0,15092.25,645980.41,645980.41,0.0206609643486611,35,0,1000,0,1,1,1,0,1,0,1,1500000,Broker,AG-1903,PT-1915,UW-1234,Annually,Private,IP-22969,MEM-11330,2025-09-08,2026-09-08,98912596276
POL-0014089,PR,In Force (IF),Underwritten (U),1,UIN-335,Motor Insurance,Standalone OD,MEM-10773,VEH-11461,Stand-alone OD,Urban,2025-09-05,2025-09-05,2026-09-05,2026-09-06,,Y,POL-6300040,POL-2120518,2025-09-05,2026-09-05,20113.21,20113.21,0.0,N,,0.0,20113.21,579858.45,579858.45,0.0433580155457839,20,700,1500,0,0,0,1,0,1,0,0,1500000,Bancassurance,AG-1527,PT-1086,UW-1291,Annually,Private,IP-34408,MEM-10773,2025-09-05,2026-09-05,99683383147
POL-0014090,PR,In Force (IF),Standard (S),1,UIN-577,Motor Insurance,Standalone OD,MEM-10183,VEH-10337,Stand-alone OD,Metro,2025-04-08,2025-04-08,2026-04-08,2026-04-11,,Y,POL-4445156,POL-8232891,2025-04-08,2026-04-08,17239.95,15890.95,0.0,Y,NCB declaration error,1349.0,17239.95,946756.68,946756.68,0.0305174864916725,45,500,2000,0,0,0,0,1,0,0,0,1500000,Broker,AG-1665,PT-1198,UW-1928,Annually,Private,IP-68532,MEM-10183,2025-04-08,2026-04-08,98112618708
POL-0014091,NB,In Force (IF),Standard (S),1,UIN-319,Motor Insurance,Standalone OD,MEM-12164,VEH-14861,Stand-alone OD,Metro,2025-08-27,2025-08-27,2026-08-27,2026-08-30,,Y,,POL-0014091,2025-08-27,2026-08-27,7638.66,7638.66,0.0,N,,0.0,7638.66,187373.91,187373.91,0.0407669508476477,0,500,0,0,0,0,1,1,0,0,0,1500000,Bancassurance,AG-1533,PT-1865,UW-1531,Annually,Private,IP-84206,MEM-12164,2025-08-27,2026-08-27,98751200355
POL-0014092,PR,In Force (IF),Standard (S),1,UIN-874,Motor Insurance,Third-Party,MEM-13177,VEH-13767,Third-Party Only,Metro,2025-07-24,2025-07-24,2026-07-24,2026-07-27,,Y,POL-6541956,POL-2110277,2025-07-24,2026-07-24,3598.06,0.0,3598.06,N,,0.0,3598.06,851682.9,851682.9,0.0377613050132459,45,0,0,0,0,0,1,0,0,0,1,1500000,Bancassurance,AG-1083,PT-1497,UW-1998,Annually,Private,IP-86332,MEM-13177,2025-07-24,2026-07-24,97185486168
POL-0014093,NB,In Force (IF),Underwritten (U),1,UIN-836,Motor Insurance,Comprehensive,MEM-12617,VEH-12208,Comprehensive,Metro,2024-11-26,2024-11-26,2025-11-26,2025-11-27,,Y,,POL-0014093,2024-11-26,2025-11-26,9520.69,3326.79,6193.9,X,,0.0,9520.69,210966.9,210966.9,0.0157692521809536,0,500,1500,0,1,0,1,0,0,1,1,1500000,Broker,AG-1844,PT-1281,UW-1678,Annually,Private,IP-48278,MEM-12617,2024-11-26,2025-11-26,98878223893
POL-0014094,NB,In Force (IF),Underwritten (U),1,UIN-713,Motor Insurance,Standalone OD,MEM-12675,VEH-11430,Stand-alone OD,Urban,2025-08-21,2025-08-21,2026-08-21,2026-08-21,,Y,,POL-0014094,2025-08-21,2026-08-21,19936.52,19936.52,0.0,X,,0.0,19936.52,664451.89,664451.89,0.0300044666955182,0,500,0,0,0,0,0,1,1,1,1,1500000,Bancassurance,AG-1585,PT-1128,UW-1270,Annually,Private,IP-70363,MEM-12675,2025-08-21,2026-08-21,97855121469
POL-0014095,PR,In Force (IF),Standard (S),1,UIN-589,Motor Insurance,Standalone OD,MEM-11297,VEH-12274,Stand-alone OD,Urban,2025-05-21,2025-05-21,2026-05-21,2026-05-21,,Y,POL-3191852,POL-4289297,2025-05-21,2026-05-21,12898.26,12898.26,0.0,N,,0.0,12898.26,526201.05,526201.05,0.0326827175030299,25,500,1000,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1505,PT-1712,UW-1773,Annually,Private,IP-63507,MEM-11297,2025-05-21,2026-05-21,97042242552
POL-0014096,PR,Expired (XP),Underwritten (U),1,UIN-642,Motor Insurance,Third-Party,MEM-10706,VEH-13910,Third-Party Only,Urban,2024-09-15,2024-09-15,2025-09-15,2025-09-19,,N,POL-1812773,POL-5196816,2024-09-15,,3530.76,0.0,3530.76,X,,0.0,3530.76,736788.79,736788.79,0.0439992858066056,0,0,0,0,0,0,1,0,1,1,1,1500000,Bancassurance,AG-1887,PT-1125,UW-1454,Half-Yearly,Private,IP-25329,MEM-10706,2024-09-15,2025-09-15,98586633863
POL-0014097,NB,In Force (IF),Underwritten (U),1,UIN-582,Motor Insurance,Standalone OD,MEM-11513,VEH-13133,Stand-alone OD,Metro,2024-12-10,2024-12-10,2025-12-10,2025-12-11,,Y,,POL-0014097,2024-12-10,2025-12-10,21189.34,21189.34,0.0,N,,0.0,21189.34,614854.96,614854.96,0.0344623326944988,0,0,0,0,0,0,1,0,0,0,1,1500000,Broker,AG-1161,PT-1577,UW-1657,Annually,Private,IP-27105,MEM-11513,2024-12-10,2025-12-10,99360625183
POL-0014098,NB,In Force (IF),Underwritten (U),1,UIN-744,Motor Insurance,Standalone OD,MEM-10635,VEH-13728,Stand-alone OD,Urban,2025-07-18,2025-07-18,2026-07-18,2026-07-18,,Y,,POL-0014098,2025-07-18,2026-07-18,15856.7,14403.21,0.0,Y,NCB declaration error,1453.49,15856.7,496049.63,496049.63,0.0290358210733216,0,500,2000,0,0,0,1,0,1,1,1,1500000,Bancassurance,AG-1169,PT-1149,UW-1751,Annually,Private,IP-25062,MEM-10635,2025-07-18,2026-07-18,98220874552
POL-0014099,NB,Expired (XP),Underwritten (U),1,UIN-621,Motor Insurance,Comprehensive,MEM-12745,VEH-10815,Comprehensive,Urban,2024-01-21,2024-01-21,2025-01-20,2025-01-23,,N,,POL-0014099,2024-01-21,,18995.31,11551.37,7443.94,N,,0.0,18995.31,310492.27,310492.27,0.0372034004425332,0,1000,2000,1,0,0,0,0,0,1,0,1500000,Direct Online,AG-1931,PT-1206,UW-1582,Annually,Private,IP-97615,MEM-12745,2024-01-21,2025-01-20,98535038568
POL-0014100,PR,In Force (IF),Standard (S),1,UIN-304,Motor Insurance,Comprehensive,MEM-12225,VEH-12933,Comprehensive,Metro,2025-07-08,2025-07-08,2026-07-08,2026-07-08,,Y,POL-1247895,POL-3886672,2025-07-08,2026-07-08,8792.94,5413.93,3379.01,X,,0.0,8792.94,185863.32,185863.32,0.038838111699465,25,1000,1500,1,0,1,1,0,0,1,0,1500000,Broker,AG-1902,PT-1311,UW-1673,Annually,Private,IP-24692,MEM-12225,2025-07-08,2026-07-08,97056608975
POL-0014101,NB,In Force (IF),Standard (S),1,UIN-680,Motor Insurance,Comprehensive,MEM-13490,VEH-12504,Comprehensive,Metro,2024-12-01,2024-12-01,2025-12-01,2025-12-08,,Y,,POL-0014101,2024-12-01,2025-12-01,15113.34,9169.69,5943.65,N,,0.0,15113.34,532550.4,532550.4,0.0172184502280428,0,0,0,1,0,0,1,0,1,1,1,1500000,Agent,AG-1951,PT-1885,UW-1800,Annually,Private,IP-68223,MEM-13490,2024-12-01,2025-12-01,99158019233
POL-0014102,NB,Expired (XP),Standard (S),1,UIN-818,Motor Insurance,Comprehensive,MEM-13477,VEH-10837,Comprehensive,Metro,2024-09-28,2024-09-28,2025-09-28,2025-10-01,,N,,POL-0014102,2024-09-28,,28129.92,18533.65,6620.04,Y,NCB declaration error,2976.23,28129.92,508288.31,508288.31,0.0364628624135279,0,0,2000,0,1,1,0,0,1,1,1,1500000,Broker,AG-1720,PT-1515,UW-1990,Annually,Private,IP-71656,MEM-13477,2024-09-28,2025-09-28,98868827333
POL-0014103,PR,In Force (IF),Underwritten (U),1,UIN-601,Motor Insurance,Standalone OD,MEM-13146,VEH-12979,Stand-alone OD,Rural,2025-07-19,2025-07-19,2026-07-19,2026-07-21,,Y,POL-3046238,POL-8785445,2025-07-19,2026-07-19,13409.6,13409.6,0.0,X,,0.0,13409.6,420857.29,420857.29,0.0424834486950528,25,0,2000,0,0,0,0,1,1,0,0,1500000,Direct Online,AG-1506,PT-1804,UW-1961,Annually,Private,IP-58506,MEM-13146,2025-07-19,2026-07-19,97549785999
POL-0014104,PR,In Force (IF),Standard (S),1,UIN-321,Motor Insurance,Third-Party,MEM-11034,VEH-11368,Third-Party Only,Urban,2024-11-04,2024-11-04,2025-11-04,2025-11-08,,Y,POL-2356899,POL-1775648,2024-11-04,2025-11-04,2266.77,0.0,2266.77,N,,0.0,2266.77,550702.52,550702.52,0.0236338185159218,45,700,0,0,0,0,0,1,1,0,1,1500000,Bancassurance,AG-1920,PT-1711,UW-1263,Annually,Private,IP-12454,MEM-11034,2024-11-04,2025-11-04,99486602962
POL-0014105,PR,In Force (IF),Standard (S),1,UIN-588,Motor Insurance,Standalone OD,MEM-10440,VEH-14082,Stand-alone OD,Urban,2025-01-16,2025-01-16,2026-01-16,2026-01-22,,Y,POL-6622447,POL-3424726,2025-01-16,2026-01-16,33597.14,33597.14,0.0,X,,0.0,33597.14,1592358.9,1592358.9,0.0383617678904143,45,0,2000,0,0,0,0,1,0,0,1,1500000,Broker,AG-1238,PT-1370,UW-1708,Annually,Private,IP-20975,MEM-10440,2025-01-16,2026-01-16,97213353706
POL-0014106,PR,In Force (IF),Standard (S),1,UIN-242,Motor Insurance,Comprehensive,MEM-12760,VEH-12589,Comprehensive,Rural,2024-11-26,2024-11-26,2025-11-26,2025-12-01,,Y,POL-5605772,POL-5954222,2024-11-26,2025-11-26,9353.05,3534.56,5818.49,X,,0.0,9353.05,290017.26,290017.26,0.0243748384866264,50,0,1500,1,1,0,0,0,0,1,0,1500000,Direct Online,AG-1837,PT-1710,UW-1951,Annually,Private,IP-41910,MEM-12760,2024-11-26,2025-11-26,97738494112
POL-0014107,PR,In Force (IF),Standard (S),1,UIN-758,Motor Insurance,Comprehensive,MEM-10570,VEH-11134,Comprehensive,Metro,2025-06-06,2025-06-06,2026-06-06,2026-06-06,,Y,POL-1523980,POL-5171212,2025-06-06,2026-06-06,5816.79,4261.46,1555.33,X,,0.0,5816.79,452662.11,452662.11,0.0171167684607288,45,500,1000,1,1,0,0,1,0,0,0,1500000,Broker,AG-1110,PT-1893,UW-1009,Annually,Private,IP-69926,MEM-10570,2025-06-06,2026-06-06,99342051006
POL-0014108,PR,In Force (IF),Underwritten (U),1,UIN-719,Motor Insurance,Third-Party,MEM-12914,VEH-14132,Third-Party Only,Urban,2025-05-04,2025-05-04,2026-05-04,2026-05-04,,Y,POL-8934431,POL-4486255,2025-05-04,2026-05-04,7299.14,0.0,7299.14,N,,0.0,7299.14,396650.24,396650.24,0.0333931212329377,25,700,0,0,0,0,1,0,0,1,1,1500000,Bancassurance,AG-1779,PT-1885,UW-1675,Annually,Private,IP-98824,MEM-12914,2025-05-04,2026-05-04,99491432080
POL-0014109,PR,Expired (XP),Standard (S),1,UIN-394,Motor Insurance,Third-Party,MEM-11690,VEH-14938,Third-Party Only,Urban,2023-12-16,2023-12-16,2024-12-15,2024-12-15,,N,POL-6451842,POL-6041421,2023-12-16,,6947.97,0.0,6947.97,N,,0.0,6947.97,332867.64,332867.64,0.0425598793219319,0,1000,0,0,0,0,0,0,0,1,1,1500000,Agent,AG-1603,PT-1697,UW-1366,Annually,Private,IP-79996,MEM-11690,2023-12-16,2024-12-15,98547701126
POL-0014110,PR,In Force (IF),Underwritten (U),1,UIN-670,Motor Insurance,Third-Party,MEM-12363,VEH-12993,Third-Party Only,Metro,2025-05-05,2025-05-05,2026-05-05,2026-05-08,,Y,POL-4163124,POL-2810793,2025-05-05,2026-05-05,2177.61,0.0,2177.61,X,,0.0,2177.61,497254.62,497254.62,0.018624216873431,25,500,0,0,0,0,1,1,1,0,0,1500000,Agent,AG-1207,PT-1232,UW-1778,Annually,Private,IP-84804,MEM-12363,2025-05-05,2026-05-05,99461573182
POL-0014111,NB,In Force (IF),Standard (S),1,UIN-651,Motor Insurance,Comprehensive,MEM-13033,VEH-14373,Comprehensive,Urban,2025-05-22,2025-05-22,2026-05-22,2026-05-25,,Y,,POL-0014111,2025-05-22,2026-05-22,24808.42,18030.42,6778.0,N,,0.0,24808.42,643728.71,643728.71,0.028009350478006,0,0,0,1,0,0,0,0,0,1,0,1500000,Broker,AG-1397,PT-1857,UW-1628,Annually,Private,IP-42857,MEM-13033,2025-05-22,2026-05-22,97633669408
POL-0014112,NB,In Force (IF),Standard (S),1,UIN-753,Motor Insurance,Comprehensive,MEM-12447,VEH-12863,Comprehensive,Urban,2025-01-19,2025-01-19,2026-01-19,2026-01-20,,Y,,POL-0014112,2025-01-19,2026-01-19,10674.16,6454.3,4219.86,N,,0.0,10674.16,414459.86,414459.86,0.0155728033011173,0,0,1000,1,0,0,0,0,1,0,0,1500000,Broker,AG-1164,PT-1075,UW-1465,Annually,Private,IP-82686,MEM-12447,2025-01-19,2026-01-19,97566040459
POL-0014113,PR,In Force (IF),Underwritten (U),1,UIN-345,Motor Insurance,Comprehensive,MEM-11355,VEH-12540,Comprehensive,Metro,2024-11-15,2024-11-15,2025-11-15,2025-11-16,,Y,POL-5414586,POL-8467669,2024-11-15,2025-11-15,35904.71,26608.23,6691.06,Y,High risk zone,2605.42,35904.71,1346912.73,1346912.73,0.0246937206005944,20,0,0,0,1,1,1,1,0,0,1,1500000,Agent,AG-1501,PT-1816,UW-1033,Annually,Private,IP-35759,MEM-11355,2024-11-15,2025-11-15,99920182781
POL-0014114,PR,In Force (IF),Standard (S),1,UIN-897,Motor Insurance,Comprehensive,MEM-12300,VEH-12824,Comprehensive,Urban,2025-06-02,2025-06-02,2026-06-02,2026-06-05,,Y,POL-7922387,POL-9760882,2025-06-02,2026-06-02,33344.05,27089.45,6254.6,N,,0.0,33344.05,1002131.32,1002131.32,0.033789788503156,20,500,1000,0,1,0,0,0,1,0,0,1500000,Agent,AG-1517,PT-1361,UW-1014,Annually,Private,IP-63027,MEM-12300,2025-06-02,2026-06-02,97988304236
POL-0014115,NB,Expired (XP),Standard (S),1,UIN-517,Motor Insurance,Standalone OD,MEM-11570,VEH-12314,Stand-alone OD,Urban,2024-04-13,2024-04-13,2025-04-13,2025-04-19,,N,,POL-0014115,2024-04-13,,12103.72,11242.43,0.0,Y,High risk zone,861.29,12103.72,401623.88,401623.88,0.0279924273104545,0,700,1000,0,0,0,1,0,1,1,0,1500000,Direct Online,AG-1591,PT-1296,UW-1616,Annually,Private,IP-51688,MEM-11570,2024-04-13,2025-04-13,97712035676
