damaged_part_key,reference_num,product_index,claim_id,manufacturer_name,model_name,model_variant,num_parts_group_cd,txt_parts_group_name,txt_parts_name,cur_garage_estimate,cur_billed_amount,cur_surveyor_approval,num_tax,cur_tax_amount,num_depreciation,cur_depreciation_amount,cur_net_amount,txt_info1,txt_info2,txt_info3,num_part_code,txt_repair_type,dat_insert_date,surveyor_id,garage_id
DPRT-020079,d5b0a02c-27a6-4406-91cd-64bcfe7a52eb,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6541.027294394334,6121.6,6027.088494814404,28.0,1714.05,40.0,2448.64,5303.84,Rush job,,,326,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020080,c376f41e-2b42-4765-a93e-4f5d7d0fd6ee,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,1958.3286210701851,1887.53,1878.4859694868053,18.0,339.76,0.0,0.0,2216.61,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020081,dda2a313-4d7c-4c5b-815f-9610cd23d1b6,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,18181.67754389988,16343.52,16182.386565673096,28.0,4576.19,0.0,0.0,20713.45,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020082,86fa34fa-82e5-4dc5-a2c1-2655e5226016,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,20601.47150559159,18790.65,18049.71400674952,28.0,5261.38,40.0,7516.26,15883.75,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020083,1ef17e0e-0579-48d7-9085-cbc8aeecd0db,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,476.6341111287628,460.45,447.7696821988855,28.0,128.93,40.0,184.18,394.04,Rush job,,,360,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020084,f3948db7-4c3f-4e0e-b5b6-bf319f91daeb,N161523,CLM-03113,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,453.2666273888325,417.14,426.51401768185417,28.0,116.8,40.0,166.86,375.33,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-14,GAR-182
DPRT-020085,e7f84f4e-19c8-4322-8ff8-50404bf436f8,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,11607.012476585756,6833.2,6512.133855278223,18.0,1229.98,40.0,2733.28,5079.46,Part ordered late,,,347,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020086,e9c772ef-1423-4bbd-9bca-b1153391c049,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,10638.393581703487,5926.69,5918.780430588224,28.0,1659.47,35.0,2074.34,5504.47,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020087,257475be-3c7a-4167-b1e9-95e623514474,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,702.4086608798316,388.78,403.5670464693253,28.0,108.86,40.0,155.51,355.14,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020088,14ccba7e-f661-4da4-aa0c-cc2fa1251298,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,28750.86973597537,16590.02,16777.264893263426,28.0,4645.21,40.0,6636.01,14763.99,,,,103,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020089,6313fd2d-01e8-4e89-8769-af5535af1667,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,31141.34373729877,17495.37,17538.873716918828,28.0,4898.7,5.0,874.77,21572.81,Rush job,,,367,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020090,e834a612-cd37-4ef5-9c16-6ea5de797770,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,10558.370657395391,6121.6,6020.875698023012,28.0,1714.05,40.0,2448.64,5298.37,Rush job,,,326,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020091,e494b8f3-0c47-46d7-86f6-92bc09634f30,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,3229.4268272326794,1887.53,1848.788600001312,18.0,339.76,0.0,0.0,2181.57,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020092,10d8ca34-79a6-4727-a82e-327055379c68,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,29914.568400398275,16343.52,16850.724663044588,28.0,4576.19,0.0,0.0,21568.93,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020093,714a527a-1b99-4387-b568-f4684f81fbd0,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,31328.98269102165,18790.65,19601.345511086514,28.0,5261.38,40.0,7516.26,17249.18,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020094,b1369655-60ad-4dd8-9d03-4ffc37374447,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,837.5843271691606,460.45,458.1320344844708,28.0,128.93,40.0,184.18,403.16,Rush job,,,360,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020095,066e1006-01b4-414e-ac41-ce9d633bf65c,N161523,CLM-03114,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,741.5223139605588,417.14,425.2600856568053,28.0,116.8,40.0,166.86,374.23,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-42,GAR-134
DPRT-020096,fc918046-5709-4b84-b3f5-cf0272b19b7f,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7059.505887661702,6833.2,7070.554184998137,18.0,1229.98,40.0,2733.28,5515.03,Part ordered late,,,347,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020097,fdd36f91-d143-4de4-b92e-d91f8a5053ed,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6704.613534678495,5926.69,5915.256092714908,28.0,1659.47,35.0,2074.34,5501.19,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020098,b39564b8-fb4b-4a5a-9966-127d5f2d3ca6,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,415.6573340435314,388.78,382.799741691404,28.0,108.86,40.0,155.51,336.86,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020099,4dd2845c-fc13-4134-82f6-9a8c852b841b,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,18202.587448077356,16590.02,16909.58504276412,28.0,4645.21,40.0,6636.01,14880.43,,,,103,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020100,179631a6-d18e-4017-b306-4223a6705c91,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,18650.536323249915,17495.37,17257.96506932972,28.0,4898.7,5.0,874.77,21227.3,Rush job,,,367,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020101,118e1946-529d-48fc-bf7c-a4d9112ab7d7,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6548.673790680913,6121.6,6066.68429137167,28.0,1714.05,40.0,2448.64,5338.68,Rush job,,,326,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020102,f6c63c94-5fe4-4ec6-af08-d6543db493e5,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2003.1516066173065,1887.53,1867.3841052493,18.0,339.76,0.0,0.0,2203.51,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020103,c4f66760-4efa-403f-ac12-626b1a268d5b,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,17411.670224770416,16343.52,16751.591533489038,28.0,4576.19,0.0,0.0,21442.04,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020104,02af9a3d-02a8-4e94-91aa-7fe6712f66c3,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,19414.6084823035,18790.65,19214.999106798925,28.0,5261.38,40.0,7516.26,16909.2,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020105,28d81480-da23-4f43-87de-0e12e0b5dbcb,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,485.8189580804079,460.45,455.7833021448972,28.0,128.93,40.0,184.18,401.09,Rush job,,,360,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020106,f3858e29-686d-4f27-a8e4-fcbf346ab4b7,N161523,CLM-03115,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,440.03419608081606,417.14,437.8280354674034,28.0,116.8,40.0,166.86,385.29,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-15,GAR-182
DPRT-020107,f51a2138-76cf-447f-a339-d3317c9c00c4,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7261.063096210264,6833.2,6636.517479804364,18.0,1229.98,40.0,2733.28,5176.48,Part ordered late,,,347,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020108,31b08bcd-ae86-438a-849e-de287c72e888,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6617.349022751183,5926.69,6159.313751100658,28.0,1659.47,35.0,2074.34,5728.16,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020109,44afe6b1-fd37-4c75-b1ab-73de15e2df8e,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,423.4500998266506,388.78,405.36486560471656,28.0,108.86,40.0,155.51,356.72,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020110,b6493c39-4be9-4214-9ea6-b5aab50d8ada,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17184.4124022475,16590.02,17128.32090976225,28.0,4645.21,40.0,6636.01,15072.92,,,,103,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020111,040f0e00-a495-44a5-8329-ddc7ebe968c3,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,17489.559661563493,17495.37,17761.588931764774,28.0,4898.7,5.0,874.77,21846.75,Rush job,,,367,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020112,66eab583-9f7c-4972-bd38-023cda9bcfa1,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6365.655574721244,6121.6,6161.046867842786,28.0,1714.05,40.0,2448.64,5421.72,Rush job,,,326,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020113,68e2aa56-3b28-40c3-b245-40a28fd44635,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2058.6769808462773,1887.53,1803.838570962682,18.0,339.76,0.0,0.0,2128.53,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020114,be3b77d8-9b90-4e3c-9e4f-c5a41f54b806,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,17578.645387841785,16343.52,15855.184675382532,28.0,4576.19,0.0,0.0,20294.64,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020115,064fe849-8867-40f5-afd8-8a645db90969,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,18950.16216155547,18790.65,19330.04980027283,28.0,5261.38,40.0,7516.26,17010.44,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020116,708f5aab-d279-4b21-bdef-fd954806f1d4,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,483.9284170429247,460.45,443.3368710879444,28.0,128.93,40.0,184.18,390.14,Rush job,,,360,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020117,5c74e24b-d899-4608-9a61-43a546956a42,N161523,CLM-03116,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,457.8392271976721,417.14,426.0214931286886,28.0,116.8,40.0,166.86,374.9,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-41,GAR-189
DPRT-020118,aed93ae3-bcce-4133-8d8e-4f63c01f7ebc,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7091.940560634052,6833.2,7146.047862728609,18.0,1229.98,40.0,2733.28,5573.92,Part ordered late,,,347,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020119,3b82b5ba-a267-48e6-a6ae-927dfd9abaae,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6242.138394278571,5926.69,5804.442601767255,28.0,1659.47,35.0,2074.34,5398.13,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020120,e6e4c3dd-5634-4687-bd25-247e7dd6f4a6,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,429.7260058226993,388.78,398.1267899954559,28.0,108.86,40.0,155.51,350.35,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020121,19959148-b410-491a-aaf0-547575aeb908,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17697.08318381489,16590.02,16094.31568516066,28.0,4645.21,40.0,6636.01,14163.0,,,,103,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020122,91dfc871-5a22-4eb2-a197-f0062e882684,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,18839.75626298874,17495.37,16878.16862366078,28.0,4898.7,5.0,874.77,20760.15,Rush job,,,367,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020123,b41578ab-b3c4-4bfe-bec2-19c046fb936b,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6430.455435271132,6121.6,6202.154925793312,28.0,1714.05,40.0,2448.64,5457.9,Rush job,,,326,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020124,f7b56a7e-3144-4966-9480-7019ba6107a2,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2123.0716773451622,1887.53,1967.616271771248,18.0,339.76,0.0,0.0,2321.79,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020125,eb6bbf4e-f8ca-4724-b78b-a49da8bd7184,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,17576.960807054045,16343.52,15600.578264284706,28.0,4576.19,0.0,0.0,19968.74,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020126,e904a1a6-a77e-4e57-b6e1-63911471998c,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,19534.04036401115,18790.65,19463.02930818431,28.0,5261.38,40.0,7516.26,17127.47,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020127,89712855-36b1-499f-aece-b35f58919955,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,475.8540756078738,460.45,479.8901286780956,28.0,128.93,40.0,184.18,422.3,Rush job,,,360,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020128,79e99e9d-1f31-4944-9362-e5b7b63169b6,N161523,CLM-03117,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,461.5662378140258,417.14,417.9224595976433,28.0,116.8,40.0,166.86,367.77,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-29,GAR-193
DPRT-020129,86bf38dd-1353-4ce7-8267-d9f37a73b2e1,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7422.212192907083,6833.2,6920.216761477061,18.0,1229.98,40.0,2733.28,5397.77,Part ordered late,,,347,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020130,50c35fb3-280a-4c26-99b3-f615603a77d9,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6586.81506588608,5926.69,6117.49460180774,28.0,1659.47,35.0,2074.34,5689.27,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020131,99e77c0f-948f-4ae7-8d7c-c78768a9fb43,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,408.1561019224059,388.78,380.3015146723499,28.0,108.86,40.0,155.51,334.67,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020132,cdddb89c-a7fb-4836-a7c5-feed057e2ee1,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17281.354172815983,16590.02,16947.517839359298,28.0,4645.21,40.0,6636.01,14913.82,,,,103,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020133,58d477e8-a74d-4c6a-aea1-9c96b0ef5ef3,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,17755.278627402033,17495.37,18008.030873457403,28.0,4898.7,5.0,874.77,22149.88,Rush job,,,367,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020134,1023cc7e-7af2-4eb8-9401-3d1ccfb2b777,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6991.060429616752,6121.6,6419.48016113526,28.0,1714.05,40.0,2448.64,5649.14,Rush job,,,326,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020135,373fc8ff-34d4-4893-9fd9-7e0c3aa08ecd,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2011.962078312044,1887.53,1865.708924064498,18.0,339.76,0.0,0.0,2201.54,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020136,b51c205d-5c6d-4bfc-b73e-07deb044d2ff,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,17964.971625768798,16343.52,15982.627636402613,28.0,4576.19,0.0,0.0,20457.76,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020137,af64da0a-626b-4c40-afa1-9e15d53a9510,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,20732.003848690656,18790.65,18230.17315324646,28.0,5261.38,40.0,7516.26,16042.55,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020138,8b1a5d80-5ff0-4768-ab1c-9a81532b74fd,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,485.8868651344784,460.45,477.0826174027656,28.0,128.93,40.0,184.18,419.83,Rush job,,,360,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020139,9314ae5e-4af3-48ba-a5c4-792d72a84d07,N161523,CLM-03118,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,456.99581348945657,417.14,396.37371439095926,28.0,116.8,40.0,166.86,348.81,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-15,GAR-191
DPRT-020140,d4a987cd-76da-49f2-ba4d-12937a88e456,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7491.318521553518,6833.2,6728.917078790185,18.0,1229.98,40.0,2733.28,5248.56,Part ordered late,,,347,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020141,32065c5a-701d-4a22-8018-8b814324fe84,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6436.903194161538,5926.69,5692.76022245855,28.0,1659.47,35.0,2074.34,5294.27,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020142,5540bfde-c6c6-48ce-acef-5de70fbd7cb7,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,431.8387156409751,388.78,393.08923366746296,28.0,108.86,40.0,155.51,345.92,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020143,3a2a3a05-ac55-4912-99db-eac6af289ec2,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17699.271579981585,16590.02,17268.9440346906,28.0,4645.21,40.0,6636.01,15196.67,,,,103,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020144,89ca3f94-7ec7-42a8-bd37-b1b9704bfc03,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,17682.768291096974,17495.37,18191.33841789761,28.0,4898.7,5.0,874.77,22375.35,Rush job,,,367,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020145,ff4d6bcf-9a1d-4489-882b-ea47e6750889,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,7005.679493299286,6121.6,6397.3528920973,28.0,1714.05,40.0,2448.64,5629.67,Rush job,,,326,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020146,116a38f5-93f9-4f45-b4d2-7c7679162b1e,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2007.195941268278,1887.53,1894.88451847858,18.0,339.76,0.0,0.0,2235.96,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020147,ea9808be-02d0-4e01-8bfe-3df218e8da45,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Right,18234.177781191305,16343.52,17133.458143582564,28.0,4576.19,0.0,0.0,21930.83,Pre-existing damage suspected,,,131,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020148,64eb84b3-784d-4eae-934c-7cbf1e218375,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Door Rear Right,19553.9381501748,18790.65,18109.261437355985,28.0,5261.38,40.0,7516.26,15936.15,Pre-existing damage suspected,,,187,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020149,2247d3a9-2b85-46e7-b40e-a76b9184a347,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,504.537143637584,460.45,447.4383023662624,28.0,128.93,40.0,184.18,393.75,Rush job,,,360,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020150,7cac1666-8f05-4007-9c0f-4bbefa7b5f4d,N161523,CLM-03119,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,CLIP,439.0890681721975,417.14,429.48915017006783,28.0,116.8,40.0,166.86,377.95,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-13,GAR-135
DPRT-020151,eac1d7f9-8e8c-414a-b626-6a9cad8682ee,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7418.963116808387,6833.2,6844.039776579138,18.0,1229.98,40.0,2733.28,5338.35,Part ordered late,,,347,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020152,f3a9649c-f94c-49ab-b3e0-2e9208a86e78,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Right,6433.530206957477,5926.69,6114.515111663073,28.0,1659.47,35.0,2074.34,5686.5,Pre-existing damage suspected,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020153,c28c72d9-cd96-4961-ab52-0fbefc097ca3,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,423.3229134003476,388.78,390.6485302088097,28.0,108.86,40.0,155.51,343.77,Rush job,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020154,2230e879-3f48-4ffc-ab77-c9eee2547c8b,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Quarter Panel Rear Left,17105.895139399672,16590.02,16701.018730693326,28.0,4645.21,40.0,6636.01,14696.9,,,,103,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020155,34f9b054-70ab-442a-a4f8-242b3f285234,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,18905.96317043875,17495.37,16778.239549538983,28.0,4898.7,5.0,874.77,20637.23,Rush job,,,367,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020156,53aec1f1-70f0-4916-bbed-389981e037cb,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6864.780388207657,6121.6,6157.366818207191,28.0,1714.05,40.0,2448.64,5418.48,Rush job,,,326,Replace,2025-11-03,SUR-58,GAR-142
DPRT-020157,e1a3fc2d-b501-4c31-a4ad-555fbf9de5a2,N161523,CLM-03120,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,1968.123295591607,1887.53,1822.1236461032277,18.0,339.76,0.0,0.0,2150.11,Rush job,Surveyor noted minor scratch,,320,Replace,2025-11-03,SUR-58,GAR-142
